,HPhylomeDB|P00395,EggNOG|COG0843,HOGENOM|NA,HOVERGEN|HBG003841,OMA|FHGLASM,KO|K02256
Q76MC5,,,,Q76MC5_9TELE,,
Q76MC6,,,,Q76MC6_9TELE,,
Q76MG9,,,,Q76MG9_9TELE,,
Q76MN5,,,,Q76MN5_9TELE,,
Q79VD7,,COX1_CORGL,,,,
Q7A182,,QOX1_STAAW,,,,
Q7A699,,QOX1_STAAN,,,,
Q7GEL9,,,,Q7GEL9_ALLMI,,Q7GEL9_ALLMI
Q7GEN7,,,,COX1_HYLLA,,
Q7HJM3,,,,,,Q7HJM3_BETVU
Q7HP04,,,,,,Q7HP04_PLAF7
Q7I5M3,,,,Q7I5M3_RHIMO,,
Q7IEJ5,,,,Q7IEJ5_CASCA,,
Q7IYM3,,,,Q7IYM3_SALFO,,
Q7J2Z8,,,,Q7J2Z8_BRAFL,,Q7J2Z8_BRAFL
Q7J3X6,,,,Q7J3X6_OPIHO,,
Q7JAI6,,,,,,Q7JAI6_ORYSJ
Q7JAT4,,,,Q7JAT4_BOVIN,,
Q7JD04,,,,Q7JD04_MOUSE,Q7JD04_MOUSE,
Q7JE01,,,,Q7JE01_CICBO,,
Q7MDC1,,Q7MDC1_VIBVY,,,,
Q7RRF1,,,,,,Q7RRF1_PLAYO
Q7U547,,Q7U547_SYNPX,,,,
Q7U612,,Q7U612_SYNPX,,,,
Q7V2N0,,Q7V2N0_PROMP,,,,
Q7V635,,Q7V635_PROMM,,,,
Q7VRH3,,Q7VRH3_BLOFL,,,,
Q7VT14,,,,,Q7VT14_BORPE,
Q7Y6P7,,,,Q7Y6P7_THUTH,,
Q7Y6V6,,,,Q7Y6V6_HUMAN,,
Q7Y7K9,,,,Q7Y7K9_HUMAN,,
Q7Y8E0,,,,Q7Y8E0_UROTA,,
Q7Y8F3,,,,Q7Y8F3_MOGWO,,
Q7Y8G6,,,,Q7Y8G6_HEMAU,,
Q7Y8H9,,,,Q7Y8H9_9EUTH,,
Q7Y8J2,,,,Q7Y8J2_CHRAS,,
Q7Y8K5,,,,Q7Y8K5_PROCA,,
Q7Y8V6,,,,Q7Y8V6_ANDDA,,
Q7YA21,,,,Q7YA21_FEJLI,,
Q7YC40,,,,Q7YC40_ETHRA,,
Q7YCE3,,,,Q7YCE3_HUMAN,,
Q7YCF0,,,,Q7YCF0_HUMAN,,
Q7YD96,,,,Q7YD96_ECHTE,,
Q7YEF5,,,,Q7YEF5_HUMAN,,
Q7YEL9,,,,Q7YEL9_AOTTR,,
Q7YGU9,,,,Q7YGU9_SPHPU,,
Q819N3,,Q819N3_BACCR,,,,
Q81HT4,,Q81HT4_BACCR,,,,
Q828X4,,COX1B_STRAW,,,,
Q82AK9,,COX1A_STRAW,,,,
Q83GL8,,Q83GL8_TROWT,,,,
Q83NH2,,Q83NH2_TROW8,,,,
Q85A89,,,,Q85A89_BRABE,,
Q85AA8,,,,Q85AA8_CHICK,,
Q85AS0,,,,Q85AS0_9SAUR,,
Q85AV1,,,,Q85AV1_9SAUR,,
Q85BK2,,,,Q85BK2_COEHE,,
Q85CW6,,,,Q85CW6_OPISO,,
Q85CX9,,,,Q85CX9_SALMR,,
Q85CZ2,,,,Q85CZ2_9TELE,,
Q85D05,,,,Q85D05_9TELE,,
Q85D18,,,,Q85D18_NANAR,,
Q85D31,,,,Q85D31_GLOSE,,
Q85D44,,,,Q85D44_GALMC,,
Q85D57,,,,Q85D57_ESOLU,,
Q85D70,,,,Q85D70_DALPE,,
Q85D83,,,,Q85D83_LIPOC,,
Q85D96,,,,Q85D96_ALETE,,
Q85DI1,,,,Q85DI1_9TELE,,
Q85DW9,,,,Q85DW9_9TELE,,
Q85DY2,,,,Q85DY2_CHACN,,
Q85DZ5,,,,Q85DZ5_APTAL,,
Q85E08,,,,Q85E08_9TELE,,
Q85E21,,,,Q85E21_CHAMA,,
Q85E33,,,,Q85E33_PHEIT,,
Q85E45,,,,Q85E45_PSETK,,
Q85E58,,,,Q85E58_LEFEC,,
Q85E71,,,,Q85E71_9TELE,,
Q85E84,,,,Q85E84_9TELE,,
Q85EG1,,,,Q85EG1_CHATO,,
Q85EG2,,,,Q85EG2_9AVES,,
Q85FB4,,,,Q85FB4_PIPJA,,
Q85FB5,,,,Q85FB5_9GALL,,
Q85FB6,,,,Q85FB6_9GALL,,
Q85FB7,,,,Q85FB7_PAUPA,,
Q85FB8,,,,Q85FB8_9GALL,,
Q85FB9,,,,Q85FB9_OREDE,,
Q85FC0,,,,Q85FC0_9GALL,,
Q85FC1,,,,Q85FC1_9GALL,,
Q85FC2,,,,Q85FC2_CRABL,,
Q85FC3,,,,Q85FC3_9GALL,,
Q85FC4,,,,Q85FC4_9GALL,,
Q85FC5,,,,Q85FC5_MEGRE,,
Q85J34,,,,Q85J34_CERNY,,
Q85Q34,,,,Q85Q34_NATNA,,
Q85Q35,,,,Q85Q35_BOAFU,,
Q85Q36,,,,Q85Q36_COERA,,
Q85Q37,,,,Q85Q37_COERA,,
Q85Q38,,,,Q85Q38_9SAUR,,
Q85Q39,,,,Q85Q39_9SAUR,,
Q85Q40,,,,Q85Q40_9SAUR,,
Q85Q41,,,,Q85Q41_9SAUR,,
Q85QA3,,,,,,COX1_CANGA
Q85RW2,,,,Q85RW2_MUNCR,,
Q85RX5,,,,Q85RX5_MUNMU,,
Q85U58,,,,Q85U58_ANSAL,,
Q85U71,,,,Q85U71_EUDMI,,
Q85UE9,,,,Q85UE9_EUTAL,,
Q85UI3,,,,Q85UI3_CIOSA,,
Q85UK2,,,,Q85UK2_SYNCH,,
Q87DQ8,,Q87DQ8_XYLFT,,,,
Q887H0,,Q887H0_PSESM,,,,
Q88PN6,,Q88PN6_PSEPK,,,,
Q88RM5,,Q88RM5_PSEPK,,,,
Q89AA4,,CYOB_BUCBP,,,,
Q8CPP7,,QOX1_STAES,,,,
Q8D353,,Q8D353_WIGBR,,,,
Q8D6G6,,,,,Q8D6G6_VIBVU,
Q8DHE9,,Q8DHE9_THEEB,,,,
Q8G263,,,,,Q8G263_BRUSU,
Q8HAZ7,,,,Q8HAZ7_9SAUR,,
Q8HBB6,,,,Q8HBB6_OREPO,,
Q8HBB7,,,,Q8HBB7_9SAUR,,
Q8HBB8,,,,Q8HBB8_ZAMSI,,
Q8HBB9,,,,Q8HBB9_9SAUR,,
Q8HBC0,,,,Q8HBC0_9SAUR,,
Q8HBR3,,,,Q8HBR3_9SAUR,,
Q8HBS0,,,,Q8HBS0_LAMGE,,
Q8HBS1,,,,Q8HBS1_9SAUR,,
Q8HBS2,,,,Q8HBS2_9SAUR,,
Q8HBS3,,,,Q8HBS3_ZAMLO,,
Q8HBS4,,,,Q8HBS4_9SAUR,,
Q8HBS5,,,,Q8HBS5_PITME,,
Q8HBS6,,,,Q8HBS6_9SAUR,,
Q8HBS7,,,,Q8HBS7_PANGU,,
Q8HBS8,,,,Q8HBS8_9SAUR,,
Q8HBS9,,,,Q8HBS9_PANVU,,
Q8HBT0,,,,Q8HBT0_ELAQU,,
Q8HBT1,,,,Q8HBT1_PANOS,,
Q8HBT2,,,,Q8HBT2_ELADI,,
Q8HBT3,,,,Q8HBT3_ELACL,,
Q8HBT4,,,,Q8HBT4_9SAUR,,
Q8HBT5,,,,Q8HBT5_9SAUR,,
Q8HBT6,,,,Q8HBT6_PANBA,,
Q8HBT7,,,,Q8HBT7_BOGSU,,
Q8HCD4,,Q8HCD4_TRICA,,,,
Q8HCW3,,,,,,Q8HCW3_TAKRU
Q8HG47,,,,Q8HG47_ALLSI,,Q8HG47_ALLSI
Q8HHA5,,,,Q8HHA5_GALVR,,
Q8HI56,,,,Q8HI56_THECH,,
Q8HIC9,,,,,Q8HIC9_RAT,Q8HIC9_RAT
Q8HIM9,,,,Q8HIM9_CIOIN,,Q8HIM9_CIOIN
Q8HJR9,,,,Q8HJR9_9SAUR,,
Q8HJS0,,,,Q8HJS0_9SAUR,,
Q8HJS1,,,,Q8HJS1_9SAUR,,
Q8HJS2,,,,Q8HJS2_CORAS,,
Q8HJS3,,,,Q8HJS3_9SAUR,,
Q8HJS4,,,,Q8HJS4_PTYMU,,
Q8HJS5,,,,Q8HJS5_9SAUR,,
Q8HJS6,,,,Q8HJS6_LAMRU,,
Q8HJS7,,,,Q8HJS7_COLCO,,
Q8HJS8,,,,Q8HJS8_9SAUR,,
Q8HJS9,,,,Q8HJS9_9SAUR,,
Q8HJT0,,,,Q8HJT0_ARIEL,,
Q8HJT1,,,,Q8HJT1_ARIEL,,
Q8HJT2,,,,Q8HJT2_9SAUR,,
Q8HJT3,,,,Q8HJT3_9SAUR,,
Q8HJT4,,,,Q8HJT4_ELAQT,,
Q8HJT5,,,,Q8HJT5_9SAUR,,
Q8HJT6,,,,Q8HJT6_ELAQT,,
Q8HJT7,,,,Q8HJT7_9SAUR,,
Q8HJT8,,,,Q8HJT8_9SAUR,,
Q8HJT9,,,,Q8HJT9_9SAUR,,
Q8HJU0,,,,Q8HJU0_ZAMLO,,
Q8HJU1,,,,Q8HJU1_9SAUR,,
Q8HJU2,,,,Q8HJU2_9SAUR,,
Q8HJU3,,,,Q8HJU3_9SAUR,,
Q8HJU4,,,,Q8HJU4_9SAUR,,
Q8HJU5,,,,Q8HJU5_9SAUR,,
Q8HKM0,,,,Q8HKM0_SUFFR,,
Q8HKN3,,,,Q8HKN3_ELEAA,,
Q8HKP6,,,,Q8HKP6_9GOBI,,
Q8HKQ9,,,,Q8HKQ9_9TELE,,
Q8HKS2,,,,Q8HKS2_9TELE,,
Q8HKT5,,,,Q8HKT5_SALFA,,
Q8HKU8,,,,Q8HKU8_PETBE,,
Q8HKW1,,,,Q8HKW1_PHOCR,,
Q8HKX4,,,,Q8HKX4_LYCTO,,
Q8HKY7,,,,Q8HKY7_PTETI,,
Q8HL00,,,,Q8HL00_9TELE,,
Q8HL13,,,,Q8HL13_CARMM,,
Q8HL26,,,,Q8HL26_CARAM,,
Q8HL39,,,,Q8HL39_9TELE,,
Q8HL52,,,,Q8HL52_COTRE,,
Q8HL65,,,,Q8HL65_9TELE,,
Q8HL78,,,,Q8HL78_9TELE,,
Q8HL91,,,,Q8HL91_SYNMA,,
Q8HLA3,,,,Q8HLA3_INDPA,,
Q8HLB6,,,,Q8HLB6_9TELE,,
Q8HLC9,,,,Q8HLC9_NEORH,,
Q8HLE2,,,,Q8HLE2_ALLNG,,
Q8HLF5,,,,Q8HLF5_ZENJA,,
Q8HLG8,,,,Q8HLG8_PARPF,,
Q8HLI1,,,,Q8HLI1_9TELE,,
Q8HLJ4,,,,Q8HLJ4_OSTJA,,
Q8HLK7,,,,Q8HLK7_BARDE,,
Q8HLM0,,,,Q8HLM0_MONJA,,
Q8HLN3,,,,Q8HLN3_9TELE,,
Q8HLP6,,,,Q8HLP6_DIRAR,,
Q8HLQ9,,,,Q8HLQ9_DIRVE,,
Q8HLS2,,,,Q8HLS2_ANOCO,,
Q8HLT5,,,,Q8HLT5_9TELE,,
Q8HLU8,,,,Q8HLU8_9TELE,,
Q8HLW1,,,,Q8HLW1_GAMAF,,
Q8HLX3,,,,Q8HLX3_ORYLA,,Q8HLX3_ORYLA
Q8HLY6,,,,Q8HLY6_9TELE,,
Q8HLZ9,,,,Q8HLZ9_9TELE,,
Q8HM12,,,,Q8HM12_MELMU,,
Q8HM25,,,,Q8HM25_CAUJO,,
Q8HM38,,,,Q8HM38_CHATS,,
Q8HM51,,,,Q8HM51_CHAAE,,
Q8HM64,,,,Q8HM64_LOPAM,,
Q8HM77,,,,Q8HM77_LOPSE,,
Q8HM89,,,,Q8HM89_9TELE,,
Q8HMA1,,,,Q8HMA1_BRENE,,
Q8HMB5,,,,Q8HMB5_LAMNI,,
Q8HMC8,,,,Q8HMC8_PHYJA,,
Q8HME1,,,,Q8HME1_9TELE,,
Q8HMF4,,,,Q8HMF4_CATRU,,
Q8HMG7,,,,Q8HMG7_SIRIM,,
Q8HMI0,,,,Q8HMI0_BASZE,,
Q8HMJ3,,,,Q8HMJ3_9TELE,,
Q8HMK6,,,,Q8HMK6_9TELE,,
Q8HML9,,,,Q8HML9_9TELE,,
Q8HMN2,,,,Q8HMN2_ATRSP,,
Q8HMP5,,,,Q8HMP5_9ACTI,,
Q8HMQ8,,,,Q8HMQ8_POLSP,,
Q8HMS1,,,,Q8HMS1_POLSE,,
Q8HMS9,,,,Q8HMS9_POLOR,,
Q8HMU1,,,,Q8HMU1_ERPCA,,
Q8HMV3,,,,Q8HMV3_GYMKI,,
Q8HMW6,,,,Q8HMW6_9TELE,,
Q8HN23,,,,Q8HN23_APUAP,,
Q8HN53,,,,,,Q8HN53_BRUMA
Q8HQL9,,,,Q8HQL9_AMICA,,
Q8HQN1,,,,Q8HQN1_LEPOC,Q8HQN1_LEPOC,
Q8HQP3,,,,Q8HQP3_ACITR,,
Q8K994,,CYOB_BUCAP,,,,
Q8KX02,,Q8KX02_SYNP2,,,,
Q8KX08,,Q8KX08_SYNP2,,,,
Q8LWM1,,,,Q8LWM1_URSMA,,
Q8LWP0,,,,Q8LWP0_TAMTE,,
Q8LWQ6,,,,Q8LWQ6_RANSI,,
Q8LWS7,,,,Q8LWS7_ODORR,,
Q8LWU0,,,,Q8LWU0_MANTE,,
Q8LWV4,,,,Q8LWV4_MACPR,,
Q8LWX4,,,,Q8LWX4_LEPEU,,
Q8LX30,,,,COX1_LEMCA,,
Q8LX46,,,,Q8LX46_EUMJU,,
Q8LX63,,,,Q8LX63_GALVR,,
Q8LXF7,,,,Q8LXF7_9TELE,,
Q8LXF8,,,,Q8LXF8_9TELE,,
Q8LXF9,,,,Q8LXF9_9TELE,,
Q8LXG0,,,,Q8LXG0_9TELE,,
Q8LXG1,,,,Q8LXG1_9TELE,,
Q8LXG2,,,,Q8LXG2_9TELE,,
Q8LXG3,,,,Q8LXG3_NOTAH,,
Q8LXP3,,Q8LXP3_APIME,,,,
Q8M0L8,,,,Q8M0L8_MUNRE,,
Q8M160,,,,Q8M160_ARCFO,,
Q8M6M3,,,,Q8M6M3_LETRI,,
Q8M6M4,,,,Q8M6M4_LETRI,,
Q8SEZ6,,,,Q8SEZ6_RAT,,
Q8SF54,,,,Q8SF54_ICTPU,,
Q8SFC3,,,,Q8SFC3_9CHAR,,
Q8SFD4,,,,Q8SFD4_AREIN,,
Q8SG23,,,,Q8SG23_ICTFU,,
Q8SG24,,,,Q8SG24_AMENA,,
Q8SG26,,,,Q8SG26_AMECA,,
Q8SG28,,,,Q8SG28_PYLOL,,
Q8SJ59,,,,Q8SJ59_TARBA,,
Q8SJH3,,,,Q8SJH3_URSMA,,Q8SJH3_URSMA
Q8SJI5,,,,Q8SJI5_URSAR,,
Q8SJJ7,,,,Q8SJJ7_URSAM,,
Q8SK36,,,,Q8SK36_9GOBI,,
Q8U5I4,,Q8U5I4_AGRT5,,,Q8U5I4_AGRT5,
Q8W8R5,,,,Q8W8R5_9SAUR,,
Q8W9C2,,,,Q8W9C2_VOMUR,,
Q8W9H1,,,,Q8W9H1_9MAMM,,
Q8W9N4,,,,COX1_DUGDU,,
Q8WCW6,,,,Q8WCW6_HUMAN,,
Q8WCX5,,,,Q8WCX5_HUMAN,,
Q8WCY5,,,,Q8WCY5_HUMAN,,
Q8WDA2,,,,Q8WDA2_9SAUR,,
Q8WDT8,,,,Q8WDT8_LEPPA,,
Q8WEA7,,,,Q8WEA7_KRYMA,,
Q8YEH8,,Q8YEH8_BRUME,,,,
Q8YFQ5,,Q8YFQ5_BRUME,,,Q8YFQ5_BRUME,
Q8YTI5,,Q8YTI5_NOSS1,,,,
Q8YYA0,,Q8YYA0_NOSS1,,,,
Q8ZXC1,,Q8ZXC1_PYRAE,,,,
Q8ZXD1,,Q8ZXD1_PYRAE,,,,
Q92I67,,COX1_RICCN,,,,
Q92RG9,,,,,Q92RG9_RHIME,
Q93TC6,,Q93TC6_CYAA5,,,,
Q94N22,,Q94N22_SCHJA,,,,
Q94N96,,,,Q94N96_9SAUR,,
Q94N97,,,,Q94N97_9SAUR,,
Q94N98,,,,Q94N98_9SAUR,,
Q94N99,,,,Q94N99_9SAUR,,
Q94NA0,,,,Q94NA0_EIRMO,,
Q94NQ0,,,,Q94NQ0_9SAUR,,
Q94NQ1,,,,Q94NQ1_HEMHI,,
Q94NQ2,,,,Q94NQ2_HEMRA,,
Q94NQ3,,,,Q94NQ3_9SAUR,,
Q94NQ4,,,,Q94NQ4_DOLCA,,
Q94NX4,,,,Q94NX4_TRAJP,,
Q94P59,,,,Q94P59_RHIPI,,
Q94P89,,,,Q94P89_9SAUR,,
Q94P95,,,,Q94P95_9SAUR,,
Q94Q66,,,,Q94Q66_9GOBI,,
Q94R43,,,,Q94R43_9SALA,,
Q94RG6,,,,Q94RG6_HETFR,,
Q94RK0,,,,Q94RK0_CHIMO,,
Q94RY1,,,,Q94RY1_9SAUR,,
Q94RY2,,,,Q94RY2_COEFA,,
Q94RY3,,,,Q94RY3_9SAUR,,
Q94RY4,,,,Q94RY4_9SAUR,,
Q94RY5,,,,Q94RY5_9SAUR,,
Q94RY6,,,,Q94RY6_9SAUR,,
Q94RY7,,,,Q94RY7_9SAUR,,
Q94RY8,,,,Q94RY8_HIEVI,,
Q94RY9,,,,Q94RY9_HIEVI,,
Q94RZ0,,,,Q94RZ0_9SAUR,,
Q94S75,,,,Q94S75_STECF,,
Q94S88,,,,Q94S88_KARBC,,
Q94SA1,,,,Q94SA1_9TELE,,
Q94SB4,,,,Q94SB4_PAGMA,,
Q94SC7,,,,Q94SC7_HELHL,,
Q94SE0,,,,Q94SE0_DACPE,,
Q94SF3,,,,Q94SF3_9TELE,,
Q94SG6,,,,Q94SG6_MONAL,,
Q94SH9,,,,Q94SH9_GASAC,,
Q94SJ2,,,,Q94SJ2_9TELE,,
Q94SK5,,,,Q94SK5_ZENNE,,
Q94SL8,,,,Q94SL8_ZEUFA,,
Q94SN1,,,,Q94SN1_MYRBE,,
Q94SP4,,,,Q94SP4_BERSP,,
Q94SQ7,,,,Q94SQ7_9TELE,,
Q94SS0,,,,Q94SS0_9TELE,,
Q94ST3,,,,Q94ST3_9TELE,,
Q94SU6,,,,Q94SU6_9TELE,,
Q94SV9,,,,Q94SV9_9TELE,,
Q94SX2,,,,Q94SX2_EXOVO,,
Q94SY5,,,,Q94SY5_COLSA,,
Q94SZ4,,,,Q94SZ4_MUGCE,,
Q94T05,,,,Q94T05_MUGCE,,
Q94T18,,,,Q94T18_9TELE,,
Q94T31,,,,Q94T31_PERTA,,
Q94T40,,,,Q94T40_9TELE,,
Q94T52,,,,Q94T52_ZUCRI,,
Q94T65,,,,Q94T65_TRATA,,
Q94T78,,,,Q94T78_LAMGT,,
Q94T91,,,,Q94T91_9TELE,,
Q94TA4,,,,Q94TA4_9TELE,,
Q94TB7,,,,Q94TB7_9TELE,,
Q94TC9,,,,Q94TC9_SAUUN,,
Q94TE1,,,,Q94TE1_HARMI,,
Q94TF4,,,,Q94TF4_CHLAG,,
Q94TG7,,,,Q94TG7_IJIDO,,
Q94TI0,,,,Q94TI0_ATEJA,,
Q94TJ3,,,,Q94TJ3_CHASL,,
Q94WG8,,,,Q94WG8_9GOBI,,
Q94WG9,,,,Q94WG9_9TELE,,
Q94WH0,,,,Q94WH0_9TELE,,
Q94WH1,,,,Q94WH1_EVIAF,,
Q94WH2,,,,Q94WH2_9GOBI,,
Q94WH3,,,,Q94WH3_9GOBI,,
Q94WH4,,,,Q94WH4_9GOBI,,
Q94WH5,,,,Q94WH5_9GOBI,,
Q94WH6,,,,Q94WH6_PHIGR,,
Q94WH7,,,,Q94WH7_9GOBI,,
Q94WH8,,,,Q94WH8_VALST,,
Q94WH9,,,,Q94WH9_AMBWH,,
Q94WI0,,,,Q94WI0_9GOBI,,
Q94WI1,,,,Q94WI1_9GOBI,,
Q94WI2,,,,Q94WI2_PTEMI,,
Q94WI3,,,,Q94WI3_9GOBI,,
Q94WI4,,,,Q94WI4_AMBPH,,
Q94WI5,,,,Q94WI5_ASTSE,,
Q94WI6,,,,Q94WI6_9GOBI,,
Q94WI7,,,,Q94WI7_FUSNE,,
Q94WI8,,,,Q94WI8_9GOBI,,
Q94WI9,,,,Q94WI9_9GOBI,,
Q94WJ0,,,,Q94WJ0_9GOBI,,
Q94WJ3,,,,Q94WJ3_GIUMA,,
Q94WJ4,,,,Q94WJ4_MOGAD,,
Q94WJ5,,,,Q94WJ5_HYPCM,,
Q94WJ6,,,,Q94WJ6_9GOBI,,
Q94WJ7,,,,Q94WJ7_CTEFR,,
Q94WJ8,,,,Q94WJ8_9GOBI,,
Q94WJ9,,,,Q94WJ9_9GOBI,,
Q94WK0,,,,Q94WK0_GOBHI,,
Q94WK1,,,,Q94WK1_PTEZE,,
Q94WK2,,,,Q94WK2_PTEZE,,
Q94WK3,,,,Q94WK3_PTEMO,,
Q94WK4,,,,Q94WK4_9GOBI,,
Q94WK6,,,,Q94WK6_9GOBI,,
Q94WK7,,,,Q94WK7_9GOBI,,
Q94WK8,,,,Q94WK8_9GOBI,,
Q94WK9,,,,Q94WK9_9GOBI,,
Q94WL0,,,,Q94WL0_9GOBI,,
Q94WL3,,,,Q94WL3_9GOBI,,
Q94WL4,,,,Q94WL4_9GOBI,,
Q94WL5,,,,Q94WL5_9GOBI,,
Q94WL6,,,,Q94WL6_9GOBI,,
Q94WL7,,,,Q94WL7_9GOBI,,
Q94WL8,,,,Q94WL8_9GOBI,,
Q94WL9,,,,Q94WL9_9GOBI,,
Q94WM0,,,,Q94WM0_GILMI,,
Q94WM1,,,,Q94WM1_9GOBI,,
Q94WM3,,,,Q94WM3_9GOBI,,
Q94WM5,,,,Q94WM5_9GOBI,,
Q94WM6,,,,Q94WM6_9TELE,,
Q94WM7,,,,Q94WM7_9TELE,,
Q94WN1,,,,Q94WN1_9GOBI,,
Q94WN2,,,,Q94WN2_NEMMA,,
Q94WN3,,,,Q94WN3_NEMMA,,
Q94WN4,,,,Q94WN4_CORHY,,
Q94WN5,,,,Q94WN5_CORPE,,
Q94WR7,,,,COX1_BUTBU,,
Q94XJ5,,,,Q94XJ5_NEOFS,,
Q94YD0,,,,Q94YD0_PIPAB,,
Q94YE2,,,,Q94YE2_SORUN,,
Q94YN0,,,,Q94YN0_PELNI,,
Q94YP3,,,,Q94YP3_PANBU,,
Q94YQ4,,,,Q94YQ4_9TELE,,
Q94YS2,,,,Q94YS2_9TELE,,
Q94Z69,,,,Q94Z69_NYCCO,,
Q94Z89,,,,Q94Z89_MACSY,,
Q94ZE1,,,,Q94ZE1_EPTBU,,
Q94ZL8,,,,Q94ZL8_CEBAL,,
Q950Y4,,,,,,Q950Y4_TETTH
Q951E4,,,,Q951E4_9PICI,,
Q951E5,,,,Q951E5_9PICI,,
Q951E6,,,,Q951E6_9PICI,,
Q951E7,,,,Q951E7_LEUVI,,
Q951E8,,,,Q951E8_LEUVI,,
Q951E9,,,,Q951E9_PICTR,,
Q951F0,,,,Q951F0_PICTR,,
Q951F1,,,,Q951F1_PICSR,,
Q951F2,,,,Q951F2_DRYSC,,
Q951F3,,,,Q951F3_DRYSC,,
Q951F4,,,,Q951F4_PICPB,,
Q951F5,,,,Q951F5_PICPB,,
Q951F6,,,,Q951F6_DRYNU,,
Q951F7,,,,Q951F7_DRYNU,,
Q951F8,,,,Q951F8_9PICI,,
Q951F9,,,,Q951F9_9PICI,,
Q951G0,,,,Q951G0_9PICI,,
Q951G1,,,,Q951G1_9PICI,,
Q951G2,,,,Q951G2_DENMB,,
Q951G3,,,,Q951G3_DENMB,,
Q951G4,,,,Q951G4_9PICI,,
Q951G5,,,,Q951G5_9PICI,,
Q951G6,,,,Q951G6_DENLC,,
Q951G7,,,,Q951G7_DENLC,,
Q951G8,,,,Q951G8_9PICI,,
Q951G9,,,,Q951G9_9PICI,,
Q951H0,,,,Q951H0_9PICI,,
Q951H2,,,,Q951H2_LEUBO,,
Q951H3,,,,Q951H3_PICAR,,
Q951H4,,,,Q951H4_PICAR,,
Q951H5,,,,Q951H5_PICAL,,
Q951H6,,,,Q951H6_PICAL,,
Q951I3,,,,Q951I3_ONCTS,,
Q952S4,,,,Q952S4_TRIVU,,
Q953H9,,,,Q953H9_VOLKI,,
Q953J2,,,,Q953J2_EPIFU,,
Q953K5,,,,Q953K5_OCHCO,,
Q953L8,,,,Q953L8_ECHGY,,
Q956S3,,,,Q956S3_IGUIG,,
Q957R5,,,,Q957R5_9SAUR,,
Q957U9,,,,Q957U9_HUMAN,,
Q957Y5,,,,Q957Y5_ANODD,,
Q958A7,,,,Q958A7_EUDEL,,
Q958B6,,,,Q958B6_RHEPE,,
Q958C9,,,,Q958C9_APTHA,,
Q958E2,,,,Q958E2_TINMA,,
Q95911,,,,COX1_POLOR,,
Q95938,,,,Q95938_RAT,,
Q95A23,,,,Q95A23_CONMY,,
Q96062,,,,COX1_RHIUN,,
Q96XX2,,Q96XX2_SULTO,,,,
Q974I2,,Q974I2_SULTO,,,,
Q974P8,,Q974P8_SULTO,,,,
Q97UN0,Q97UN0_SULSO,Q97UN0_SULSO,,,,
Q97VG9,,Q97VG9_SULSO,,,,
Q981A5,,Q981A5_SULSO,,,,
Q985X1,,,,,Q985X1_RHILO,
Q99V37,,QOX1_STAAM,,,,
Q9A300,,,,,Q9A300_CAUCR,
Q9B1J9,,,,Q9B1J9_HUMAN,,
Q9B1K0,,,,Q9B1K0_HUMAN,,
Q9B213,,,,Q9B213_CAICR,,
Q9B2G7,,,,Q9B2G7_ISOMA,,
Q9B2U7,,,,Q9B2U7_HUMAN,,
Q9B2U9,,,,Q9B2U9_HUMAN,,
Q9B2V2,,,,Q9B2V2_HUMAN,,
Q9B2V6,,,,Q9B2V6_HUMAN,,
Q9B2W6,,,,Q9B2W6_HUMAN,,
Q9B607,,,,Q9B607_PLEAT,,
Q9B633,,,,Q9B633_ANGJA,,
Q9B6E5,,,,,,Q9B6E5_YARLI
Q9B6E6,,,,,,Q9B6E6_YARLI
Q9B6E7,,COX1_YARLI,,,,COX1_YARLI
Q9B6G0,,,,Q9B6G0_THRSW,,
Q9B6T2,,,,Q9B6T2_EUDEL,,
Q9B6U5,,,,Q9B6U5_9AVES,,
Q9B6V5,,,,Q9B6V5_DRONO,,
Q9B6W8,,,,Q9B6W8_DINGI,,
Q9B6Y0,,,,Q9B6Y0_CRYTA,,
Q9B6Z1,,,,Q9B6Z1_CASBE,,
Q9B702,,,,Q9B702_APTAU,,
Q9B812,,,,Q9B812_SPETR,,
Q9B854,,,,Q9B854_TUPGL,,
Q9B855,,,,Q9B855_PROVE,,
Q9B856,,,,Q9B856_9PRIM,,
Q9B857,,,,Q9B857_TARBA,,
Q9B858,,,,Q9B858_SAISC,,
Q9B859,,,,Q9B859_SAIUS,,
Q9B860,,,,Q9B860_CHLAE,,
Q9B861,,,,Q9B861_THEGE,,
Q9B8A3,,,,,,Q9B8A3_TRISP
Q9B8X8,,,,,,Q9B8X8_SCHMA
Q9B9V3,,,,Q9B9V3_HIMJA,,
Q9CBQ5,,COX1_MYCLE,,,,
Q9FD41,,Q9FD41_NOSS1,,,Q9FD41_NOSS1,
Q9G391,,,,Q9G391_ECHTE,,
Q9G3S1,,,,Q9G3S1_CHATU,,
Q9G3T4,,,,Q9G3T4_PTESA,,
Q9G6N3,,,,Q9G6N3_PTEDA,,
Q9G6P8,,,,Q9G6P8_9TELE,,
Q9G6R1,,,,Q9G6R1_9TELE,,
Q9G6S1,,,,Q9G6S1_CORLV,,
Q9G6T5,,,,Q9G6T5_9TELE,,
Q9G7S4,,,,Q9G7S4_PIG,,
Q9G7T3,,,,Q9G7T3_PIG,,
Q9G9Q9,,,,Q9G9Q9_GILMI,,
Q9GA28,,,,Q9GA28_TUPBE,,
Q9GAT2,,,,,,Q9GAT2_ASPNG
